,Abs. Abundance,Rel. Abundance,Adj. Rel. Abundance
M3 56 13C-D,8.548680035542568e-07,0.0003174817569703946,0.0003174817569703946
M3 56 13C,0.0014306362550499509,0.531311161431224,0.531311161431224
M3 56 13C-D-D,1.0728711221748546e-08,3.984439790174618e-06,3.984439790174618e-06
M3 56 13C-15N,3.368097272850479e-06,0.0012508474236793653,0.0012508474236793653
M3 56 13C-15N-D,1.0172194471194484e-07,3.777760027901652e-05,3.777760027901652e-05
M3 56 13C-13C,9.871188725298194e-06,0.0036659722049067387,0.0036659722049067387
M3 56 13C-13C-D,2.9812574650082926e-07,0.00011071824586213621,0.00011071824586213621
M3 56 13C-13C-15N,1.1745866140517292e-06,0.0004362191828359639,0.0004362191828359639
M3 56 13C-13C-13C,1.1474858291028823e-06,0.0004261544654935623,0.0004261544654935623
M4 133 D,3.589358350097874e-13,1.1105805728337534e-09,1.1105805728337534e-09
M4 133 D-D,1.2745388671314534e-12,3.943540786667722e-09,3.943540786667722e-09
M4 133 D-D-D,9.24054724880067e-13,2.859110530602379e-09,2.859110530602379e-09
M4 133 D-D-D-D,4.679181915513929e-14,1.4477820337952879e-10,1.4477820337952879e-10
M4 133 ,1.5120017013039227e-14,4.678272693262661e-11,4.678272693262661e-11
M4 133 33S-D,1.761979249795103e-11,5.4517262800056575e-08,5.4517262800056575e-08
M4 133 33S,2.1976096208322874e-12,6.799606819704527e-09,6.799606819704527e-09
M4 133 33S-D-D,2.1975011156440062e-11,6.799271094646166e-08,6.799271094646166e-08
M4 133 33S-D-D-D,1.7368423853155805e-12,5.3739505033068735e-09,5.3739505033068735e-09
M4 133 34S-D,2.1799948162437344e-07,0.0006745104989956109,0.0006745104989956109
M4 133 34S,7.741287006737001e-08,0.0002395225586260575,0.0002395225586260575
M4 133 34S-D-D,2.9639472634559123e-08,9.170726153904766e-05,9.170726153904766e-05
M4 133 36S,9.462602812108753e-05,0.29278165695780883,0.29278165695780883
M4 133 17O-D,1.6693579585823473e-12,5.165147463909295e-09,5.165147463909295e-09
M4 133 17O,2.0820887140527494e-13,6.442174481353591e-10,6.442174481353591e-10
M4 133 17O-D-D,2.0819859126153163e-12,6.441856404226326e-09,6.441856404226326e-09
M4 133 17O-D-D-D,1.6455424540708293e-13,5.091460096800894e-10,5.091460096800894e-10
M4 133 17O-33S-D,2.878229978698293e-11,8.905508970434424e-08,8.905508970434424e-08
M4 133 17O-33S,1.0220760237810979e-11,3.1623974684486574e-08,3.1623974684486574e-08
M4 133 17O-33S-D-D,3.913276217628296e-12,1.2108037480603826e-08,1.2108037480603826e-08
M4 133 17O-34S,1.26455543327704e-07,0.000391265112169855,0.000391265112169855
M4 133 17O-34S-D,3.882101268676479e-08,0.0001201157931374504,0.0001201157931374504
M4 133 18O-D,1.895979329579864e-08,5.8663348836940315e-05,5.8663348836940315e-05
M4 133 18O,6.732731674292905e-09,2.0831692659966043e-05,2.0831692659966043e-05
M4 133 18O-D-D,2.577796379883187e-09,7.975939711178133e-06,7.975939711178133e-06
M4 133 18O-33S,1.1608265347677663e-07,0.0003591704344337348,0.0003591704344337348
M4 133 18O-33S-D,3.5636604333405995e-08,0.00011026294004153879,0.00011026294004153879
M4 133 18O-34S,0.00015657005161809028,0.484442177833505,0.484442177833505
M4 133 17O-17O-D,6.817327902881145e-13,2.1093441192269987e-09,2.1093441192269987e-09
M4 133 17O-17O,2.4208723581358694e-13,7.490402317123398e-10,7.490402317123398e-10
M4 133 17O-17O-D-D,9.268921298006905e-14,2.867889723078442e-10,2.867889723078442e-10
M4 133 17O-17O-33S,4.173956436345089e-12,1.2914606115972957e-08,1.2914606115972957e-08
M4 133 17O-17O-33S-D,1.281376929040144e-12,3.964698380785955e-09,3.964698380785955e-09
M4 133 17O-17O-34S,5.629752207731471e-09,1.7418972479033805e-05,1.7418972479033805e-05
M4 133 17O-18O,2.7495145226220544e-09,8.507251479822464e-06,8.507251479822464e-06
M4 133 17O-18O-D,8.440827136264442e-10,2.611669753154527e-06,2.611669753154527e-06
M4 133 17O-18O-33S,5.167955136586231e-09,1.5990129756235048e-05,1.5990129756235048e-05
M4 133 18O-17O,2.7495145226220544e-09,8.507251479822464e-06,8.507251479822464e-06
M4 133 18O-17O-D,8.440827136264442e-10,2.611669753154527e-06,2.611669753154527e-06
M4 133 18O-17O-33S,5.167955136586231e-09,1.5990129756235048e-05,1.5990129756235048e-05
M4 133 18O-18O,3.404292286468008e-06,0.010533194261576239,0.010533194261576239
M4 133 13C-D,1.2094491649444594e-10,3.742147245846034e-07,3.742147245846034e-07
M4 133 13C,1.508472430137076e-11,4.667352802820249e-08,4.667352802820249e-08
M4 133 13C-D-D,1.5083979505372878e-10,4.6671223560703594e-07,4.6671223560703594e-07
M4 133 13C-D-D-D,1.192194841570552e-11,3.68876077821755e-08,3.68876077821755e-08
M4 133 13C-33S-D,2.0852764539553624e-09,6.452037642570115e-06,6.452037642570115e-06
M4 133 13C-33S,7.404936653140378e-10,2.2911556851987354e-06,2.2911556851987354e-06
M4 133 13C-33S-D-D,2.8351670348921657e-10,8.772268251243451e-07,8.772268251243451e-07
M4 133 13C-34S,9.161698992957183e-06,0.028347141531442147,0.028347141531442147
M4 133 13C-34S-D,2.8125807970016543e-06,0.008702384348417422,0.008702384348417422
M4 133 13C-17O-D,1.975660521915662e-10,6.11287584059223e-07,6.11287584059223e-07
M4 133 13C-17O,7.015684172305386e-11,2.1707173781317087e-07,2.1707173781317087e-07
M4 133 13C-17O-D-D,2.6861318906893704e-11,8.31113977178531e-08,8.31113977178531e-08
M4 133 13C-17O-33S,1.2096118991133917e-09,3.742650760371263e-06,3.742650760371263e-06
M4 133 13C-17O-33S-D,3.713428264655199e-10,1.1489689485100777e-06,1.1489689485100777e-06
M4 133 13C-17O-34S,1.6315012778367346e-06,0.005048015402723761,0.005048015402723761
M4 133 13C-18O,7.96808863261874e-07,0.00246540010076245,0.00246540010076245
M4 133 13C-18O-D,2.4461503367594194e-07,0.0007568614713996661,0.0007568614713996661
M4 133 13C-18O-33S,1.4976725614253755e-06,0.004633937013114988,0.004633937013114988
M4 133 13C-17O-17O,2.8650667293835404e-11,8.864780663203878e-08,8.864780663203878e-08
M4 133 13C-17O-17O-D,8.795564743381153e-12,2.7214288400137726e-08,2.7214288400137726e-08
M4 133 13C-17O-17O-33S,5.385145704435065e-11,1.6662137401415053e-07,1.6662137401415053e-07
M4 133 13C-17O-18O,3.547362447736823e-08,0.00010975866533774989,0.00010975866533774989
M4 133 13C-18O-17O,3.547362447736823e-08,0.00010975866533774989,0.00010975866533774989
M4 133 13C-13C-D,5.725390578732099e-09,1.7714886418214238e-05,1.7714886418214238e-05
M4 133 13C-13C,2.0331191324575066e-09,6.290658080161744e-06,6.290658080161744e-06
M4 133 13C-13C-D-D,7.784310133034718e-10,2.408537338275393e-06,2.408537338275393e-06
M4 133 13C-13C-33S,3.505410213081988e-08,0.000108460624511223,0.000108460624511223
M4 133 13C-13C-33S-D,1.0761376747377228e-08,3.329669201810443e-05,3.329669201810443e-05
M4 133 13C-13C-34S,4.728029912881243e-05,0.1462896054633161,0.1462896054633161
M4 133 13C-13C-17O,3.3211426513591194e-09,1.0275921622895209e-05,1.0275921622895209e-05
M4 133 13C-13C-17O-D,1.0195687560240142e-09,3.154639750800227e-06,3.154639750800227e-06
M4 133 13C-13C-17O-33S,6.242380639640745e-09,1.9314501340969514e-05,1.9314501340969514e-05
M4 133 13C-13C-18O,4.112049679046519e-06,0.01272306090015172,0.01272306090015172
M4 133 13C-13C-17O-17O,1.4785599493433953e-10,4.574800828861398e-07,4.574800828861398e-07
M4 133 13C-13C-13C,4.812214435863893e-08,0.00014889435223526374,0.00014889435223526374
M4 133 13C-13C-13C-D,1.4773178996351455e-08,4.5709578125283024e-05,4.5709578125283024e-05
M4 133 13C-13C-13C-33S,9.044981616776765e-08,0.0002798600720643231,0.0002798600720643231
M4 133 13C-13C-13C-17O,8.569517517844319e-09,2.6514877439353238e-05,2.6514877439353238e-05
M4 133 13C-13C-13C-13C,6.208382093896635e-08,0.00019209306705257037,0.00019209306705257037
M4 104 D-D,3.2562708466465265e-09,1.0075202276952759e-05,1.0075202276952759e-05
M4 104 D-D-D,3.828157302898016e-12,1.1844671709176838e-08,1.1844671709176838e-08
M4 104 D-D-D-D,7.951699260929843e-14,2.4603290780271063e-10,2.4603290780271063e-10
M4 104 15N-D,1.868848480545396e-08,5.7823895349067075e-05,5.7823895349067075e-05
M4 104 15N-D-D,3.715923959762222e-11,1.1497411395902745e-07,1.1497411395902745e-07
M4 104 15N-D-D-D,1.178853681817758e-12,3.647481999685669e-09,3.647481999685669e-09
M4 104 33S-D,3.9842352617708835e-08,0.00012327591306678229,0.00012327591306678229
